Mode,Indoor Temp,Indoor Humidity,Air Velocity,Globe Temperature,Outdoor Temp,Outdoor Humidity,Air Movement Preference
AC,23.5,36.0,0.1,23.389033333333344,12.96,84.235,More
AC,23.5,36.0,0.1,23.389033333333344,12.96,84.235,Less
AC,23.6,36.0,0.26,23.24012499999999,12.96,84.235,More
AC,20.5,41.0,0.18,20.61649166666668,12.96,84.235,Less
AC,20.5,41.0,0.18,20.61649166666668,12.96,84.235,Less
AC,21.3,39.0,0.19,21.537666666666663,12.96,84.235,No Change
AC,23.41,49.55,0.155333333,23.47,15.1,77.0,More
AC,21.73,54.05,0.102,21.863333333333333,15.1,77.0,More
AC,21.21,55.7,0.067,21.266666666666666,15.1,77.0,No Change
AC,21.46,55.62,0.060333333,21.513333333333332,15.1,77.0,No Change
AC,22.23,52.57,0.106,22.28,15.1,77.0,More
AC,21.02666667,55.61,0.094666667,21.176666666666666,15.1,77.0,More
AC,20.9,56.49,0.088666667,20.993333333333336,15.1,77.0,No Change
AC,23.17333333,49.17,0.087333333,23.27,15.1,77.0,More
AC,23.74666667,48.54,0.155333333,23.74666666666667,15.1,77.0,More
AC,23.35333333,48.65,0.069333333,23.426666666666666,15.1,77.0,No Change
AC,23.66333333,48.14,0.128666667,23.84,15.1,77.0,More
AC,23.31666667,48.4,0.135,23.396666666666665,15.1,77.0,No Change
AC,23.72666667,48.1,0.071666667,23.816666666666666,15.1,77.0,More
AC,23.81333333,47.67,0.129333333,23.953333333333333,15.1,77.0,More
AC,23.66,48.67,0.079666667,23.7,15.1,77.0,More
AC,23.62666667,49.2,0.095666667,23.593333333333334,15.1,77.0,More
AC,23.43,48.43,0.065,23.52,15.1,77.0,More
AC,23.51666667,48.46,0.090666667,23.53,15.1,77.0,More
AC,23.69666667,48.51,0.091,23.709999999999997,15.1,77.0,More
AC,23.61,48.83,0.066666667,23.679999999999996,15.1,77.0,More
AC,23.28333333,51.24,0.061666667,23.286666666666665,15.1,77.0,More
AC,23.42333333,49.75,0.048,23.44666666666667,15.1,77.0,More
AC,22.88333333,51.24,0.072,22.95,15.1,77.0,No Change
AC,22.37333333,52.31,0.077666667,22.536666666666665,16.85,67.5,More
AC,22.21,52.27,0.091333333,22.326666666666668,15.1,77.0,More
AC,22.36333333,52.65,0.331333333,22.41,15.1,77.0,More
AC,22.47666667,51.32,0.152666667,22.52,15.1,77.0,No Change
AC,22.71,51.94,0.128333333,22.72,15.1,77.0,More
AC,21.55666667,54.95,0.083666667,21.656666666666666,15.1,77.0,No Change
AC,21.44333333,55.43,0.080333333,21.543333333333333,15.1,77.0,No Change
AC,22.59666667,52.98,0.193333333,22.566666666666666,16.85,67.5,No Change
AC,20.68,47.429386742499986,0.12093833318000011,20.733333333333334,11.15,79.5,No Change
AC,20.41666667,47.83501651489998,0.11911066655000006,20.503333333333334,11.15,79.5,More
AC,22.58,45.591110650699996,0.08375000009999997,22.683333333333334,11.15,79.5,No Change
AC,21.37666667,46.86643484110002,0.13066833326000002,21.626666666666665,11.15,79.5,No Change
AC,20.74333333,46.5147670485,0.12856833323000008,20.956666666666667,11.15,79.5,No Change
AC,20.34,48.90819999999998,0.11774666662000001,20.503333333333334,11.15,79.5,No Change
AC,20.37333333,48.00289999999999,0.11882233323000005,20.43,11.15,79.5,More
AC,21.13,46.64125502610006,0.14290333322000015,21.173333333333336,11.15,79.5,No Change
AC,20.07,49.36205339629998,0.11737999998000002,20.080000000000002,11.15,79.5,More
AC,19.92333333,49.74325339630001,0.12757958331000005,20.106666666666666,11.15,79.5,No Change
AC,24.47333333,42.60288665319999,0.07855999999999994,23.516666666666666,11.15,79.5,No Change
AC,21.99666667,44.4921939411,0.12050254331000004,21.78,11.15,79.5,No Change
AC,20.49333333,48.12336420739997,0.11747166667000002,20.666666666666668,11.15,79.5,More
AC,20.41333333,49.26142198389998,0.11872333334999999,20.536666666666665,11.15,79.5,More
AC,21.16666667,44.71,0.195333333,21.346666666666664,11.15,79.5,More
AC,20.52,51.33,0.169666667,20.69,11.15,79.5,No Change
AC,17.95,54.32,0.116,18.396666666666665,11.15,79.5,No Change
AC,17.89666667,56.09,0.180666667,18.29,11.15,79.5,No Change
AC,18.04333333,55.68,0.174333333,18.286666666666665,11.15,79.5,No Change
AC,19.74666667,50.97,0.172,19.906666666666666,11.15,79.5,No Change
AC,20.78333333,48.27,0.100666667,20.98,11.15,79.5,No Change
AC,21.10333333,48.13,0.159,21.253333333333334,11.15,79.5,No Change
AC,20.75,47.82,0.109333333,20.87,11.15,79.5,No Change
AC,20.22,47.15,0.174333333,20.459999999999997,11.15,79.5,No Change
AC,22.68666667,47.34,0.055666667,22.94333333333333,11.15,79.5,Less
AC,23.17,44.05,0.081,23.483333333333334,11.15,79.5,More
AC,23.19333333,44.87,0.069666667,23.463333333333335,11.15,79.5,No Change
AC,22.85333333,48.89,0.059,23.05,11.15,79.5,No Change
AC,22.42666667,48.3,0.068666667,22.62,11.15,79.5,No Change
AC,22.69333333,48.1,0.061666667,22.816666666666666,11.15,79.5,More
AC,23.17333333,45.16,0.078333333,23.28333333333333,11.15,79.5,More
AC,23.52333333,44.1,0.076333333,23.623333333333335,11.15,79.5,More
AC,22.93,46.17,0.067333333,23.24,11.15,79.5,More
AC,23.15666667,45.23,0.086,23.34,11.15,79.5,More
AC,23.15333333,46.82,0.069666667,23.39,11.15,79.5,More
AC,23.06333333,46.27,0.071666667,23.310000000000002,11.15,79.5,No Change
AC,23.02,47.44,0.077666667,23.14,11.15,79.5,More
AC,23.02333333,47.37,0.119,23.133333333333336,11.15,79.5,More
AC,21.80333333,48.47,0.155,22.176666666666666,11.15,79.5,More
AC,21.34,50.43,0.235333333,21.753333333333334,11.15,79.5,More
AC,22.93,46.17,0.067666667,23.23,11.15,79.5,No Change
AC,23.2,41.36,0.117333333,23.25666666666667,9.2,75.0,More
AC,22.55,40.61,0.107666667,22.84,9.2,75.0,More
AC,22.83666667,41.19,0.132333333,22.97666666666667,9.2,75.0,No Change
AC,22.29666667,43.43,0.075333333,22.5,9.2,75.0,More
AC,22.13666667,44.89,0.095666667,22.373333333333335,9.2,75.0,No Change
AC,22.06333333,45.4,0.115666667,22.3,9.2,75.0,More
AC,22.11333333,44.53,0.141333333,22.350000000000005,9.2,75.0,More
AC,22.36666667,44.51,0.112333333,22.593333333333334,9.2,75.0,More
AC,22.34666667,42.96,0.108333333,22.426666666666666,9.2,75.0,No Change
AC,22.23333333,43.24,0.198,22.246666666666666,9.2,75.0,More
AC,22.61333333,41.78,0.081,22.84,9.2,75.0,No Change
AC,23.49666667,40.97,0.105333333,23.593333333333334,9.2,75.0,More
AC,22.38666667,44.68,0.062,22.44666666666667,9.2,75.0,No Change
AC,22.08,45.61,0.100666667,22.189999999999998,9.2,75.0,More
AC,22.02666667,45.63,0.08,22.2,9.2,75.0,More
AC,22.66333333,42.62,0.111,22.76,9.2,75.0,More
AC,23.07666667,42.38,0.076333333,23.126666666666665,9.2,75.0,Less
AC,22.86333333,42.62,0.064,23.0,9.2,75.0,More
AC,23.12,41.86,0.164333333,23.070000000000004,9.2,75.0,No Change
AC,23.04666667,42.67,0.101333333,22.99,9.2,75.0,Less
AC,22.68666667,43.31,0.139666667,22.669999999999998,9.2,75.0,No Change
AC,22.35666667,43.77,0.185333333,22.44666666666667,9.2,75.0,More
AC,23.22333333,40.7,0.166,23.3,9.2,75.0,More
AC,21.78666667,43.77,0.198666667,21.983333333333334,9.2,75.0,No Change
AC,21.94333333,43.58,0.167666667,22.026666666666667,9.2,75.0,More
AC,21.26666667,45.23,0.195333333,21.47,9.2,75.0,No Change
AC,21.11,47.74,0.151666667,21.313333333333333,9.2,75.0,More
AC,22.21666667,42.8,0.056666667,22.313333333333333,9.2,75.0,More
AC,21.93333333,44.88,0.198666667,22.086666666666662,9.2,75.0,More
AC,21.98,43.4,0.113,22.263333333333335,9.2,75.0,More
AC,22.27,41.17,0.214666667,22.453333333333333,9.2,75.0,No Change
AC,23.14333333,38.23,0.157333333,23.179999999999996,9.2,75.0,No Change
AC,23.36,37.42,0.116333333,23.39,9.2,75.0,More
AC,23.25333333,40.22,0.09,23.473333333333333,9.2,75.0,More
AC,23.17333333,37.98,0.117333333,23.22666666666667,9.2,75.0,More
AC,23.75666667,35.83,0.067333333,23.86,9.2,75.0,More
AC,23.16333333,41.34,0.101,23.33666666666667,9.2,75.0,No Change
AC,23.40666667,41.26,0.120666667,23.593333333333334,9.2,75.0,No Change
AC,23.01333333,43.08,0.065,23.126666666666665,9.2,75.0,More
AC,23.5,41.19,0.156333333,23.496666666666666,9.2,75.0,More
AC,23.73666667,40.8,0.163666667,23.709999999999997,9.2,75.0,More
AC,22.44,35.77,0.067666667,22.603333333333335,12.1,67.0,No Change
AC,23.98,32.97,0.136666667,23.91,12.1,67.0,More
AC,23.4,33.58,0.086,23.47666666666667,12.1,67.0,No Change
AC,21.39666667,37.72,0.139,21.666666666666668,12.1,67.0,More
AC,22.18333333,36.83,0.05,22.356666666666666,12.1,67.0,More
AC,23.14666667,34.99,0.125333333,23.25333333333333,12.1,67.0,No Change
AC,23.62666667,34.03,0.269333333,23.69666666666667,12.1,67.0,No Change
AC,23.22333333,35.84,0.131666667,23.28,12.1,67.0,No Change
AC,21.71666667,38.93,0.090666667,22.083333333333332,12.1,67.0,More
AC,20.36,43.35,0.156333333,20.849999999999998,12.1,67.0,No Change
AC,20.42333333,43.21,0.108,20.743333333333336,12.1,67.0,Less
AC,21.7,40.96,0.051,21.883333333333336,12.1,67.0,No Change
AC,20.99666667,39.66,0.212333333,21.386666666666667,12.1,67.0,Less
AC,21.26666667,40.09,0.151,21.403333333333332,12.1,67.0,Less
AC,21.67666667,39.5,0.126666667,21.73333333333333,12.1,67.0,No Change
AC,22.33333333,35.47,0.166666667,22.296666666666667,12.1,67.0,No Change
AC,21.39333333,38.71,0.119666667,21.44666666666667,12.1,67.0,No Change
AC,22.34333333,37.71,0.195,22.27333333333333,12.1,67.0,No Change
AC,22.17666667,38.45,0.154666667,22.113333333333333,12.1,67.0,No Change
AC,22.78,37.2,0.162333333,22.686666666666667,12.1,67.0,No Change
AC,22.41666667,38.33,0.136,22.486666666666665,12.1,67.0,No Change
AC,22.52666667,38.9,0.124333333,22.633333333333336,12.1,67.0,No Change
AC,22.79333333,37.32,0.279,22.826666666666668,12.1,67.0,No Change
AC,21.58,41.23,0.073333333,21.923333333333332,12.1,67.0,More
AC,21.64,41.34,0.107333333,21.790000000000003,12.1,67.0,More
AC,21.67,42.3,0.098666667,21.816666666666666,12.1,67.0,No Change
AC,21.73333333,41.51,0.089333333,21.876666666666665,12.1,67.0,More
AC,21.87666667,40.89,0.056333333,22.043333333333333,12.1,67.0,No Change
AC,21.94333333,42.0,0.124,22.040000000000003,12.1,67.0,No Change
AC,22.61,39.46,0.077333333,22.793333333333333,12.1,67.0,More
AC,23.04333333,38.32,0.055333333,23.27,12.1,67.0,More
AC,23.19333333,38.89,0.095333333,23.24,12.1,67.0,More
AC,22.65,39.34,0.108666667,22.743333333333336,12.1,67.0,No Change
AC,21.85333333,41.6,0.079,21.89,12.1,67.0,More
AC,20.50333333,40.95,0.105333333,20.993333333333336,12.1,67.0,More
AC,23.06333333,37.07,0.130666667,22.933333333333334,12.1,67.0,No Change
AC,22.62,39.58,0.075333333,22.540000000000003,12.1,67.0,More
AC,22.16666667,41.02,0.057333333,22.266666666666666,12.1,67.0,More
AC,21.66666667,43.34,0.079,21.83,12.1,67.0,More
AC,19.77666667,45.68,0.129333333,19.853333333333335,14.9,55.0,More
AC,21.85666667,41.5,0.152333333,21.87,14.9,55.0,More
AC,21.64333333,41.74,0.154333333,21.673333333333332,14.9,55.0,More
AC,21.31,42.72,0.075666667,21.383333333333336,14.9,55.0,No Change
AC,19.68666667,43.93,0.064,20.103333333333335,14.9,55.0,More
AC,19.82666667,43.57,0.055333333,20.123333333333335,14.9,55.0,Less
AC,20.77666667,43.7,0.071666667,20.953333333333333,14.9,55.0,No Change
AC,21.49333333,42.16,0.074,21.596666666666668,14.9,55.0,More
AC,20.79666667,42.92,0.116,20.88333333333333,14.9,55.0,No Change
AC,20.72,43.5,0.083333333,20.863333333333333,14.9,55.0,More
AC,21.25333333,42.56,0.070666667,21.213333333333335,14.9,55.0,More
AC,20.6,43.28,0.051666667,20.793333333333333,14.9,55.0,No Change
AC,21.07333333,40.65,0.110666667,21.150000000000002,14.9,55.0,No Change
AC,21.43333333,42.35,0.112666667,21.44666666666667,14.9,55.0,Less
AC,21.76,42.78,0.061,21.636666666666667,14.9,55.0,No Change
AC,22.08,40.91,0.087666667,22.10666666666667,14.9,55.0,No Change
AC,21.91666667,40.94,0.115,22.11,14.9,55.0,No Change
AC,22.21333333,40.35,0.082666667,22.39333333333333,14.9,55.0,No Change
AC,22.61666667,37.55,0.126666667,22.71666666666667,14.9,55.0,Less
AC,22.36,40.97,0.192,22.50333333333333,14.9,55.0,No Change
AC,22.52,40.73,0.217666667,22.536666666666665,14.9,55.0,No Change
AC,22.01333333,42.81,0.203,22.133333333333336,14.9,55.0,No Change
AC,21.28666667,41.46,0.193333333,21.31,14.9,55.0,More
AC,21.53666667,43.8,0.245333333,21.793333333333333,14.9,55.0,No Change
AC,21.99,42.58,0.116666667,22.203333333333333,14.9,55.0,No Change
AC,22.09,42.48,0.17,22.163333333333338,14.9,55.0,More
AC,22.06,41.53,0.073333333,22.136666666666667,14.9,55.0,No Change
AC,22.14333333,42.83,0.139,22.2,14.9,55.0,No Change
AC,20.93666667,46.13,0.200666667,21.256666666666664,14.9,55.0,More
AC,20.85,46.37,0.158,21.013333333333335,14.9,55.0,No Change
AC,21.61,44.79,0.198666667,21.646666666666665,14.9,55.0,More
AC,21.17333333,45.15,0.159666667,21.22,14.9,55.0,No Change
AC,21.66333333,43.57,0.141333333,21.680000000000003,14.9,55.0,More
AC,21.53,40.44,0.123,21.573333333333334,14.9,55.0,More
AC,21.62333333,44.02,0.118666667,21.646666666666665,14.9,55.0,No Change
AC,22.62,38.91,0.093666667,22.566666666666663,14.9,55.0,More
AC,22.34333333,40.33,0.219333333,22.366666666666664,14.9,55.0,Less
AC,20.62,44.54,0.170333333,20.94666666666667,14.9,55.0,No Change
AC,21.05333333,43.83,0.173333333,21.203333333333333,14.9,55.0,No Change
AC,20.99333333,44.02,0.129,21.046666666666667,14.9,55.0,No Change
AC,21.92333333,40.97,0.093333333,21.959999999999997,14.9,55.0,No Change
AC,21.37666667,40.66,0.189,21.536666666666665,14.9,55.0,No Change
AC,22.52333333,39.07,0.099666667,22.626666666666665,14.9,55.0,More
AC,23.13333333,37.44,0.076333333,23.243333333333336,14.9,55.0,No Change
AC,21.53333333,41.13,0.046,21.633333333333336,14.9,55.0,Less
AC,23.42333333,36.68,0.103,23.543333333333333,14.9,55.0,More
AC,21.88666667,37.61,0.171666667,22.05333333333333,14.9,55.0,More
AC,22.32666667,35.36,0.165666667,22.356666666666666,14.9,55.0,Less
AC,21.94333333,35.27,0.158,22.01,14.9,55.0,No Change
AC,21.57333333,40.63,0.049333333,21.7,14.9,55.0,More
AC,21.97,41.49,0.088666667,21.95,14.9,55.0,No Change
AC,22.01333333,40.71,0.072333333,22.02,14.9,55.0,More
AC,21.81666667,40.95,0.147666667,21.850000000000005,14.9,55.0,More
AC,22.44,42.02,0.089666667,22.613333333333333,13.45,66.0,More
AC,22.52333333,40.06,0.103666667,22.66333333333333,13.45,66.0,More
AC,22.74333333,44.75,0.055666667,22.843333333333334,13.45,66.0,More
AC,22.83,44.44,0.043,22.906666666666666,13.45,66.0,More
AC,22.32666667,41.38,0.058,22.313333333333333,13.45,66.0,More
AC,21.52333333,43.39,0.098333333,21.44333333333334,13.45,66.0,No Change
AC,21.45666667,47.98,0.135,21.64,13.45,66.0,Less
AC,20.46333333,49.68,0.138333333,20.83,13.45,66.0,More
AC,20.31666667,49.28,0.085666667,20.573333333333334,13.45,66.0,More
AC,20.58,49.59,0.054333333,20.84,13.45,66.0,More
AC,20.93,49.13,0.065333333,21.05,13.45,66.0,More
AC,21.96333333,41.69,0.087666667,22.156666666666666,13.45,66.0,More
AC,20.96,51.02,0.070666667,21.07,13.45,66.0,More
AC,22.38333333,35.71,0.133,22.526666666666667,13.45,66.0,No Change
AC,22.94666667,33.79,0.162666667,23.09,13.45,66.0,No Change
AC,22.87333333,33.79,0.148666667,22.99333333333333,13.45,66.0,More
AC,23.17333333,33.04,0.167666667,23.189999999999998,13.45,66.0,More
AC,23.45,32.63,0.103666667,23.566666666666666,13.45,66.0,More
AC,23.16,32.08,0.128666667,23.186666666666667,13.45,66.0,More
AC,22.55,33.88,0.181666667,22.53,13.45,66.0,More
AC,22.82333333,33.78,0.132,22.87,13.45,66.0,More
AC,22.79333333,34.14,0.102,22.89,13.45,66.0,More
AC,21.34666667,43.25,0.129666667,21.849999999999998,13.45,66.0,No Change
AC,22.51666667,35.51,0.183666667,22.666666666666668,13.45,66.0,No Change
AC,22.59,33.78,0.135666667,22.753333333333334,13.45,66.0,More
AC,22.28,35.48,0.1,22.326666666666668,13.45,66.0,More
AC,22.06,38.5,0.064333333,21.993333333333336,13.45,66.0,More
AC,21.80333333,36.92,0.086,21.893333333333334,13.45,66.0,More
AC,22.37666667,37.32,0.06,22.53,13.45,66.0,More
AC,21.61333333,43.34,0.114666667,21.91333333333333,13.45,66.0,More
AC,22.08333333,41.82,0.103333333,22.286666666666665,13.45,66.0,More
AC,22.46,41.39,0.113,22.646666666666665,13.45,66.0,More
AC,22.86666667,40.51,0.098666667,23.02,13.45,66.0,More
AC,23.14333333,39.0,0.086,23.266666666666666,13.45,66.0,More
AC,22.97333333,39.07,0.112333333,23.146666666666665,13.45,66.0,No Change
AC,21.42,41.05,0.086333333,21.55,13.45,66.0,More
AC,21.49666667,40.47,0.074666667,21.650000000000002,13.45,66.0,No Change
AC,21.57333333,40.06,0.05,21.639999999999997,13.45,66.0,No Change
AC,22.07,38.0,0.215,22.01,13.45,66.0,No Change
AC,21.89333333,40.8,0.119333333,21.906666666666666,13.45,66.0,No Change
AC,21.48,40.99,0.073666667,21.599999999999998,13.45,66.0,More
AC,21.46,42.45,0.1,21.52333333333333,13.45,66.0,More
AC,21.06666667,42.31,0.059333333,21.236666666666668,13.45,66.0,More
AC,21.54333333,41.04,0.072666667,21.599999999999998,13.45,66.0,No Change
AC,21.74666667,40.19,0.111666667,21.939999999999998,13.45,66.0,More
AC,21.67,40.84,0.067333333,21.836666666666662,13.45,66.0,No Change
AC,22.01333333,39.38,0.136,22.066666666666663,13.45,66.0,More
AC,22.15,38.91,0.189,22.316666666666666,13.45,66.0,More
AC,21.79666667,40.4,0.074333333,22.013333333333332,13.45,66.0,More
AC,22.2,38.29,0.163333333,22.203333333333333,13.45,66.0,No Change
AC,21.76666667,40.01,0.149666667,21.853333333333335,13.45,66.0,More
AC,21.69,40.42,0.071,21.756666666666664,13.45,66.0,More
AC,16.45333333,59.35,0.082,16.643333333333334,11.35,69.0,More
AC,17.92666667,53.17,0.101666667,18.013333333333332,11.35,69.0,More
AC,17.95666667,53.62,0.096666667,18.503333333333334,11.35,69.0,No Change
AC,17.77666667,55.04,0.089333333,18.049999999999997,11.35,69.0,More
AC,17.29666667,58.14,0.087666667,17.423333333333332,11.35,69.0,No Change
AC,17.37,56.77,0.079333333,17.65666666666667,11.35,69.0,More
AC,17.56666667,55.86,0.063,17.973333333333333,11.35,69.0,Less
AC,17.60333333,54.74,0.089666667,18.166666666666668,11.35,69.0,No Change
AC,17.74,55.45,0.091666667,18.176666666666666,11.35,69.0,No Change
AC,17.25333333,54.28,0.126666667,17.636666666666667,11.35,69.0,Less
AC,17.25,55.0,0.107333333,17.453333333333333,11.35,69.0,No Change
AC,17.08333333,54.96,0.109333333,17.23,11.35,69.0,More
AC,17.07666667,58.14,0.094333333,17.256666666666664,11.35,69.0,More
AC,17.74333333,54.74,0.065666667,17.986666666666668,11.35,69.0,More
AC,17.76333333,53.69,0.084,18.213333333333335,11.35,69.0,More
AC,18.02,52.88,0.072333333,18.22666666666667,11.35,69.0,More
AC,18.50333333,50.61,0.101666667,19.033333333333335,11.35,69.0,No Change
AC,18.64333333,51.46,0.076666667,19.093333333333334,11.35,69.0,More
AC,18.08333333,52.6,0.161,18.403333333333332,11.35,69.0,More
AC,19.06333333,49.64,0.073333333,19.566666666666666,11.35,69.0,No Change
AC,19.11666667,50.01,0.080666667,19.593333333333334,11.35,69.0,Less
AC,20.54,48.41,0.082666667,20.783333333333335,11.35,69.0,More
AC,20.73,48.5,0.109,20.916666666666668,11.35,69.0,Less
AC,22.34,45.15,0.099666667,22.113333333333333,11.35,69.0,No Change
AC,21.99666667,46.23,0.051666667,21.80666666666667,11.35,69.0,More
AC,18.66666667,54.7,0.044,19.36,11.35,69.0,More
AC,19.74,51.66,0.067666667,20.02,11.35,69.0,No Change
AC,21.46666667,39.31,0.117,21.673333333333332,11.35,69.0,More
AC,21.24,44.9,0.107,21.53,11.35,69.0,More
AC,21.71,45.06,0.098,21.900000000000002,11.35,69.0,Less
AC,21.64333333,44.84,0.069666667,21.709999999999997,11.35,69.0,More
AC,20.89666667,42.03,0.155333333,21.023333333333333,11.35,69.0,No Change
AC,20.76333333,43.84,0.133333333,20.88,11.35,69.0,No Change
AC,20.83666667,47.29,0.113,20.94666666666667,11.35,69.0,No Change
AC,20.90333333,48.17,0.109333333,20.903333333333332,11.35,69.0,No Change
AC,21.41666667,46.86,0.097333333,21.486666666666668,11.35,69.0,No Change
AC,21.91666667,43.29,0.058,22.08,11.35,69.0,More
AC,21.91666667,42.93,0.114,22.14333333333333,11.35,69.0,No Change
AC,22.04,40.63,0.074666667,22.173333333333332,11.35,69.0,More
AC,21.92333333,42.77,0.054333333,22.123333333333335,11.35,69.0,More
AC,21.54,45.43,0.070333333,21.72666666666667,11.35,69.0,More
AC,21.83666667,39.15,0.140333333,21.963333333333328,11.35,69.0,More
AC,21.82333333,42.77,0.085666667,21.986666666666665,11.35,69.0,More
AC,22.29666667,41.31,0.104666667,22.376666666666665,11.35,69.0,More
AC,22.32666667,39.5,0.082333333,22.39333333333333,11.35,69.0,No Change
AC,22.42666667,38.17,0.110333333,22.536666666666665,11.35,69.0,No Change
AC,22.46,41.52,0.127333333,22.44333333333333,11.35,69.0,More
AC,22.02333333,40.37,0.113333333,21.986666666666668,11.35,69.0,More
